# Created on 2026-03-19 16:36:39.346334+01:00 (1773934599.346334 s)
# baldaquin version: 0.10.2
# Creator: Pendulum View
# Time4   ADC4   Time5   ADC5
53.403   497   53.428   493
53.454   496   53.480   486
53.504   497   53.530   479
53.555   497   53.581   472
53.606   497   53.631   466
53.657   496   53.682   460
53.707   497   53.732   456
53.758   497   53.784   452
53.808   497   53.834   451
53.859   496   53.885   450
53.910   497   53.935   452
53.961   497   53.986   454
54.011   497   54.037   459
54.062   497   54.088   464
54.112   496   54.138   470
54.164   497   54.189   477
54.214   497   54.239   484
54.265   496   54.291   491
54.315   497   54.341   497
54.366   497   54.392   503
54.417   497   54.442   507
54.468   497   54.493   510
54.518   497   54.544   512
54.569   497   54.595   512
54.619   497   54.645   511
54.670   497   54.696   508
54.721   497   54.746   504
54.772   497   54.797   498
54.823   497   54.848   492
54.873   497   54.899   484
54.924   497   54.949   479
54.975   497   55.000   472
55.026   497   55.050   466
55.076   497   55.102   460
55.127   497   55.152   456
55.177   496   55.203   453
55.229   497   55.253   452
55.279   497   55.304   452
55.330   497   55.355   452
55.380   497   55.406   456
55.431   497   55.456   460
55.481   497   55.507   465
55.533   497   55.557   471
55.583   497   55.608   478
55.634   497   55.659   485
55.684   497   55.710   491
55.735   497   55.760   497
55.786   497   55.811   503
55.837   497   55.861   506
55.887   497   55.913   509
55.938   497   55.963   511
55.988   498   56.014   510
56.040   497   56.064   509
56.090   497   56.115   507
56.141   497   56.166   502
56.191   496   56.217   497
56.242   497   56.267   492
56.292   497   56.318   485
56.344   497   56.368   479
56.394   497   56.419   472
56.445   497   56.470   467
56.495   496   56.521   461
56.546   496   56.571   457
56.597   497   56.622   454
56.648   497   56.672   453
56.698   497   56.724   453
56.749   497   56.774   454
56.799   497   56.825   457
56.851   497   56.875   461
56.901   497   56.926   466
56.952   497   56.977   472
57.002   497   57.028   478
